name,author,narrator,duration_minutes,release_date,language,star_rating,num_ratings,price_inr
这里曾经是汉朝 3：汉武大帝 - 這裏曾經是漢朝 3：漢武大帝 [The History of the Han Dynasty 3: Emperor Wu of Han],月望东山-月望東山-Yuewangdongshan,羿风-羿風-Yifeng,1020,2017-11-07,Mandarin_chinese,,,1003.0
这里曾经是汉朝 4：霍光专权 - 這裏曾經是漢朝 4：霍光專權 [The History of the Han Dynasty 4: Dictation of Huo Guang],月望东山-月望東山-Yuewangdongshan,羿风-羿風-Yifeng,1022,2017-11-07,Mandarin_chinese,,,1003.0
Three Stones Make a Wall,Eric H.Cline,LJGanser,764,2017-10-03,English,,,1003.0
史记 1 - 史記 1 [Records of the Grand Historian 1],司马迁-司馬遷-Sima Qian,白云出岫-白雲出岫-Baiyunchuxiu,602,2017-11-07,Mandarin_chinese,,,836.0
史记 3 - 史記 3 [Records of the Grand Historian 3],司马迁-司馬遷-Sima Qian,白云出岫-白雲出岫-Baiyunchuxiu,1100,2017-11-07,Mandarin_chinese,,,1003.0
史记 2 - 史記 2 [Records of the Grand Historian 2],司马迁-司馬遷-Sima Qian,白云出岫-白雲出岫-Baiyunchuxiu,335,2017-11-07,Mandarin_chinese,,,668.0
史记 5 - 史記 5 [Records of the Grand Historian 5],司马迁-司馬遷-Sima Qian,白云出岫-白雲出岫-Baiyunchuxiu,1097,2017-11-07,Mandarin_chinese,,,1003.0
史记 4 - 史記 4 [Records of the Grand Historian 4],司马迁-司馬遷-Sima Qian,白云出岫-白雲出岫-Baiyunchuxiu,874,2017-11-07,Mandarin_chinese,,,1003.0
Roma victoriosa [Rome Victorious],Javier Negrete,JordiVarela,797,2017-09-19,Spanish,,,1036.0
"Plutarch’s Lives, Volume 2","Plutarch,John Dryden-translator",BernardMayes,2467,2011-04-28,English,,,1338.0
The War with Hannibal,Titus Livius Livy,JohnFranklyn-Robbins,271,2012-01-06,English,,,501.0
The Civil War,Julius Caesar,RobinField,460,2011-10-19,English,,,668.0
The Riddle of the Labyrinth,Margalit Fox,PamWard,464,2013-09-23,English,,,668.0
"The Decline and Fall of the Roman Empire, Volume 2",Edward Gibbon,BernardMayes,2415,2007-12-03,English,,,1338.0
"The Decline and Fall of the Roman Empire, Volume 1",Edward Gibbon,BernardMayes,2462,2007-12-19,English,,,1338.0
The Ides,Stephen Dando-Collins,BronsonPinchot,491,2010-05-21,English,,,836.0
Amazons,Adrienne Mayor,FranTunno,1000,2014-09-21,English,,,1003.0
Hannibal,Theodore Ayrault Dodge,BillWallace,1214,2011-06-28,English,,,1338.0
The Age of Caesar,"Plutarch,James Romm-prefaceandnotes,Pamela Mensch-translator",MichaelPage,702,2017-01-31,English,,,836.0
Guerre civili - Roma. Armi contro parole,Andrea Giardina,AndreaGiardina,68,2019-08-16,Italian,,,113.0
"Il viaggio - Le origini. Virgilio, Enea e Roma",Andrea Carandini,AndreaCarandini,41,2019-07-19,Italian,,,113.0
I volti del potere - L'impero di Augusto,Andrea Giardina,AndreaGiardina,87,2019-06-28,Italian,,,113.0
I volti del potere - La democrazia di Pericle,Luciano Canfora,LucianoCanfora,63,2019-06-28,Italian,,,113.0
"I giorni di Roma - 19 agosto dell'anno 43 a.C. La prima ""marcia su Roma""",Luciano Canfora,LucianoCanfora,68,2019-06-07,Italian,,,113.0
La boca del Nilo,León Arsenal,JoanMora,796,2020-08-20,Spanish,,,307.0
"Wie war Ihr Tag, Caesar? Eine römische Kulturgeschichte in Interviews",Karl Wilhelm Weeber,"ThomasKrause,JuleVollmer",68,2017-12-08,German,,,200.0
"Was tun, sprach Zeus",Gerhard Wagner,"KerstinHoffmann,AxelThielmann",74,2017-11-15,German,,,200.0
Mythos Germanen: 10 populäre Irrtümer,Thomas Brock,MartinFalk,78,2017-11-28,German,,,200.0
Kaiser abgesetzt - Rom am Ende!,Hans Petervon Peschke,AxelThielmann,74,2018-01-12,German,,,200.0
Hatschepsut,Marianne Schnittger,MarianneSchnittger,150,2017-12-08,German,,,200.0
Geschichte der abendländischen Bibliotheken,Uwe Jochum,MartinFalk,74,2017-12-29,German,,,200.0
Der Limes,Wolfgang Moschek,MartinFalk,69,2017-11-15,German,,,200.0
Caesar im Senat niedergestochen!,Martin Held,AxelThielmann,74,2017-11-29,German,,,200.0
Berühmte Liebschaften der Antike,Angelika Dierichs,ElkeDomhardt,72,2017-11-29,German,,,200.0
"Berufsziel: römischer Kaiser - Bewerbung, Ausbildung, Karriere",Stephan Berry,MartinFalk,69,2017-12-08,German,,,200.0
"Baden, spielen, lachen. Wie die Römer ihre Freizeit verbrachten",Karl-Wilhelm Weeber,"MarcusBoshkow,AnneSchramm",65,2007-11-02,German,,,334.0
Kaligula,Jarosław Molenda,AdrianChimiak,486,2020-08-07,Polish,,,334.0
Storia di Roma 3,Theodor Mommsen,SilviaCecchini,599,2018-02-11,Italian,,,113.0
Storia di Roma 2,Theodor Mommsen,SilviaCecchini,588,2018-01-18,Italian,,,113.0
Poetik,Aristoteles,FriedrichFrieden,99,2015-10-01,German,,,267.0
Ägypten und die Pharaonen - Eine Betrachtung,Annette Dielentheis,JensThelen,64,2016-04-18,German,,,233.0
100 citazioni di Marco Aurelio,Marco Aurelio,FrancescaSarahToich,27,2020-07-29,Italian,,,149.0
"Histoires, œuvres choisies",Hérodote,FrédéricChevaux,201,2020-09-07,French,,,225.0
"Vie des Douze Césars, œuvres choisies",Suétone,AlainGuillo,288,2020-09-07,French,,,225.0
"Histoire Grecque, œuvres choisies",Xenophon,FrédéricChevaux,206,2020-09-07,French,,,225.0
"Histoire de la guerre du Péloponnèse, œuvres choisies",Thucydide,FrédéricChevaux,282,2020-08-07,French,,,225.0
"Vie des hommes illustres, œuvres choisies",Plutarque,FrédéricChevaux,362,2020-09-07,French,,,225.0
The Story of Greece and Rome,Tony Spawforth,StevenCrossley,967,2018-11-07,English,,,1003.0
Killing for the Republic,Steele Brand,TomParks,858,2019-12-10,English,,,703.0
Tutankhamon,Jeremy Feldman,MarcoEnnioGargiulo,102,2019-11-25,Italian,,,228.0
2012,"Philip Coppens,Geoff Stray","PhilipCoppens,GeoffStray",107,2009-06-26,English,,,333.0
The Spartans,Andrew J.Bayliss,ShaunGrindell,272,2020-07-31,English,,,469.0
How to Be a Bad Emperor,"Suetonius,Josiah Osgood-editorandtranslator,Josiah Osgood-introduction",P.J.Ochlan,146,2020-03-24,English,,,469.0
"The Plague of War: Athens, Sparta, and the Struggle for Ancient Greece",Jennifer T.Roberts,AnneFlosnik,782,2019-11-12,English,,,703.0
How to Think About War,"Thucydides,Johanna Hanink-translator,Johanna Hanink-introduction",DaviddeVries,179,2019-03-19,English,,,469.0
Las Guerras Púnicas [The Punic Wars],Online Studio Productions,uncredited,51,2016-01-19,Spanish,,,166.0
"Atila: Biografía de ""El azote de Dios"" [Atila: Biography of ""The Scourge of God""]",Online Studio Productions,uncredited,36,2016-06-16,Spanish,,,166.0
The Life of Fabius Maximus,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,71,2018-10-08,English,,,333.0
The Life of Phocion,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,78,2018-10-10,English,,,333.0
Coming Out Christian in the Roman World,Douglas Boin,NeilHellegers,394,2015-03-06,English,,,668.0
Ancient Times - 19 Great Works Summaries,Deaver Brown,DougHannah,249,2016-04-07,English,,,501.0
The Byzantine Empire,Charles Oman,CharltonGriffin,562,2019-07-24,English,,,1126.0
Hellenica,Xenophon,CharltonGriffin,659,2019-01-29,English,,,836.0
"The Decline and Fall of the Roman Empire, Volume Three",Edward Gibbon,CharltonGriffin,2828,2014-04-15,English,,,1338.0
"The History of Rome, Volume 5: Books 33 - 39","Titus Livy,William Masfen Roberts-translator",CharltonGriffin,1050,2011-09-29,English,,,1003.0
The Annals,"Tacitus,J.C.Yardley-translated,Anthony A.Barrett-introduction",NigelPatterson,1145,2020-03-17,English,,,820.0
King Arthur’s Wars,Jim Storr,JulianElfer,712,2019-07-09,English,,,703.0
Arcadian Nights,John Spurling,JohnLee,662,2016-03-24,English,,,820.0
The Exodus Revealed,Nicholas Perrin,AllanRobertson,374,2014-10-07,English,,,500.0
How to Teach Classics to Your Dog,Philip Womack,PhilipWomack,554,2020-10-01,English,,,645.0
A Fatal Thing Happened on the Way to the Forum,Emma Southon,SophieWard,671,2020-09-17,English,,,645.0
#Tatastories,Harish Bhat,"AnujDatta,MalaMangla",393,2021-12-06,English,5.0,42.0,879.0
An Era of Darkness,Shashi Tharoor,SagarArya,746,2017-01-26,English,4.5,176.0,586.0
How Asia Works,Joe Studwell,NigelPatterson,706,2017-08-15,English,5.0,14.0,1008.0
Inglorious Empire,Shashi Tharoor,ShashiTharoor,633,2018-05-17,English,4.5,935.0,752.0
The Lost River,Michel Danino,VishalMenon,608,2019-08-08,English,4.5,37.0,879.0
Everybody Loves a Good Drought,P.Sainath,GauravMarwa,876,2019-11-19,English,4.5,25.0,1005.0
Opium Inc.,Thomas Manuel,JehaanDhalla,567,2021-09-01,English,4.0,12.0,1519.0
Land of Seven Rivers,Sanjeev Sanyal,VikrantChaturvedi,621,2020-03-24,English,4.5,188.0,879.0
India Moving,Chinmay Tumbe,MathaiAbraham,554,2019-11-19,English,4.5,66.0,879.0
An Undelivered Speech: Annihilation of Caste,Dr B.R.Ambedkar,SiddharthaValicharla,290,2021-05-12,English,5.0,56.0,234.0
Operation Black Thunder,Sarab Jit Singh,SiddhantaPinto,831,2020-06-03,English,4.0,28.0,0.0
The Anarchy,William Dalrymple,SidSagar,943,2019-10-17,English,4.5,375.0,1138.0
India: A Wounded Civilization,V.S.Naipaul,SamDastor,401,2021-06-29,English,4.0,78.0,820.0
Kashmirnama (Hindi Edition),Ashok Kumar Pandey,PiyushAgarwal,1280,2019-02-14,Hindi,4.0,25.0,284.0
Directorate S,Steve Coll,MalcolmHillgartner,1710,2018-02-06,English,4.5,33.0,1633.0
The Story of India,Michael Wood,SamDastor,576,2007-11-20,English,4.5,25.0,748.0
Black Friday,S.Hussain Zaidi,TavishBhattacharyya,543,2020-08-19,English,4.5,31.0,879.0
Indica: A Deep Natural History of the Indian Subcontinent,Pranay Lal,VikrantChaturvedi,720,2020-04-15,English,4.5,33.0,879.0
Magnificent Delusions,Husain Haqqani,RalphLister,863,2013-11-05,English,4.5,49.0,632.0
Ghost Wars,Steve Coll,MalcolmHillgartner,1606,2011-10-27,English,5.0,47.0,879.0
Indian Summer,Alexvon Tunzelmann,StephenThorne,876,2011-07-27,English,4.5,156.0,1545.0
Democracy on the Road,Ruchir Sharma,PrateekSharma,788,2019-11-19,English,4.0,35.0,1005.0
The Origin Story of India's States,Venkataraghavan Srinivasan,VenkataraghavanSrinivasan,506,2022-03-28,English,,,879.0
Devi Mahatmyam,"Sage Markandeya,Lyndal Vercoe-translator",TimBruce,133,2020-08-11,English,5.0,18.0,468.0
The Past as Present,Romila Thapar,ManishaSethi,948,2017-01-01,English,4.0,33.0,593.0
Ayodhya,"Krishna Jha,Dhirendra K.Jha",PallaviBharti,362,2021-04-14,English,4.5,4.0,900.0
Mere Sapnon ka Bharat [India of My Dreams],Mohandas K.Gandhi,SandeepMadhukarLele,760,2020-02-27,Hindi,5.0,4.0,284.0
The End of India,Khushwant Singh,RajivDadia,136,2020-11-20,English,4.5,29.0,879.0
The Rape of Nanking,Iris Chang,AnnaFields,483,2001-02-05,English,5.0,23.0,836.0
The Billionaire Raj,James Crabtree,SartajGarewal,784,2020-04-23,English,4.5,33.0,721.0
How India Lost Her Freedom,Pandit Sunderlal,MishalVarma,1102,2020-03-13,English,4.5,7.0,397.0
The Korean War,Max Hastings,CameronStewart,1190,2014-06-05,English,4.5,4.0,873.0
British Rule in India,Pandit Sunderlal,UdayBenegal,1001,2020-07-20,English,5.0,2.0,1003.0
Embracing Defeat,John W.Dower,EdwardLewis,1298,2007-05-03,English,,,1338.0
Sita: A Tale of Ancient Love,Bhanumathi Narasimhan,AnahitaUberoi,574,2022-03-16,English,,,879.0
The Age of Awakening,"Amit Kapoor,Chirag Yadav-contributor",RajivDadia,670,2022-03-08,English,,,879.0
Beesveen Sadi Ke 100 Prasiddh Bharatiya [100 Famous Indians of the 20th Century],Vishwamitra Sharma,AnujDatta,607,2022-03-10,Hindi,,,836.0
The Brave,Rachna Bisht,KiranMultani,490,2019-11-19,English,4.5,28.0,1005.0
India and Pakistan,Gregory Kozlowski,PeterHackes,176,2006-08-02,English,3.5,2.0,333.0
The Buddha and the Sahibs,Charles Allen,SamDastor,737,2015-09-28,English,4.5,10.0,1237.0
In Asia,Tiziano Terzani,EdoardoSiravo,1131,2022-04-05,Italian,,,574.0
La magia del Japón,Héctor García,BorjaPeña,488,2022-03-31,Spanish,,,307.0
The Avoidable War,Kevin Rudd,"KevinRudd,RafeBeckley",969,2022-03-22,English,,,500.0
Pakistan,Pippa Virdee,ShakiraShute,284,2022-03-29,English,,,586.0
Orientalism,Edward Said,PeterGanim,1142,2010-12-31,English,4.0,5.0,1338.0
The Shortest History of China,Linda Jaivin,NancyWu,433,2021-11-30,English,,,586.0
A War of Empires,Robert Lyman,RogerMay,1521,2021-11-16,English,,,1480.0
Hooghly,Robert Ivermee,Shubhankar,664,2021-08-18,English,,,1519.0
Midnight's Borders,Suchitra Vijayan,SunnyPatel,485,2021-10-26,English,5.0,2.0,586.0
Discovering the Vedas,Frits Staal,BAndrew,611,2019-08-16,English,4.0,8.0,879.0
The Problem of China,Bertrand Russell,CateBarratt,447,2021-12-06,English,,,574.0
Belt and Road: A Chinese World Order,Bruno Macaes,AnishNair,434,2020-06-26,English,4.0,9.0,879.0
The Party and the People,Bruce Dickson,EricJasonMartin,651,2021-12-31,English,,,586.0
Kingdom of Characters,Jing Tsu,JingTsu,678,2022-01-18,English,,,888.0
The Complete Musashi: The Book of Five Rings and Other Works,"Miyamoto Musashi,Alexander Bennett-translator,Graham Sayer-foreword",RichardTrapp,350,2021-10-13,English,,,469.0
Hidden Heritage,Fatima Manji,FatimaManji,476,2021-08-12,English,,,888.0
Sarithiram Potrum Sandhipugal [Meetings That Honor History],S.Madhurakavi,SriSrinivasa,196,2022-03-10,Tamil,,,76.0
Freedomville,Laura T.Murphy,ReenaDutt,187,2021-09-07,English,,,502.0
A History of Japan,Kenneth G.Henshall,StephenBungay,651,2021-07-27,English,,,1340.0
Nationalism,Rabindranath Tagore,SubhankarGanguly,337,2021-04-14,English,4.5,5.0,879.0
Kabaadapuram (Tamil Edition),Na.Parthasarathy,ShalinyLingeshwaran,393,2021-12-10,Tamil,,,118.0
China's Civilian Army,Peter Martin,DerekPerkins,633,2022-01-18,English,,,586.0
Kargilnalli Hadinelu Dinagalu [Seventeen Days in Kargil],Ravi Belagere,SprashAtharAthar,301,2021-05-20,English,,,118.0
On the Trail of Genghis Khan,Tim Cope,DugaldBruce-Lockhart,990,2021-03-31,English,,,493.0
A History of Korea (Third Edition),Kyung Moon Hwang,EricJasonMartin,735,2022-03-08,English,,,703.0
The Perfect Police State,Geoffrey Cain,FeodorChin,510,2021-06-29,English,,,500.0
The Chrysanthemum and the Sword,Ruth Benedict,CindyKay,600,2022-02-08,English,,,586.0
The Shogun's Last Samurai Corps,Romulus Hillsborough,EricMichaelSummerer,444,2021-08-10,English,,,586.0
Modern China (2nd Edition),Rana Mitter,MikeCooper,251,2021-11-30,English,,,469.0
"Faith, Gender, and Activism in the Punjab Conflict",Mallika Kaur,SoneelaNankani,1038,2021-03-30,English,,,1054.0
A Brief History of Thailand,Richard A.Ruth,AnneJames,808,2022-03-29,English,,,703.0
The Road to Dien Bien Phu,Christopher Goscha,JoeBarrett,1051,2022-03-29,English,,,820.0
The Subplot,Megan Walsh,NancyWu,211,2022-02-08,English,,,502.0
War in Japan,Stephen Turnbull,MalkWilliams,193,2022-03-17,English,,,721.0
The Horde,Marie Favereau,AnneFlosnik,728,2021-09-14,English,,,703.0
Americans in China,Terry Lautz,PaulHeitsch,765,2022-03-03,English,,,703.0
"The Elephant, the Tiger and the Cellphone",Shashi Tharoor,VishalMenon,1200,2019-07-30,English,4.0,3.0,1382.0
The Invention of China,Bill Hayton,JulianElfer,629,2020-11-10,English,,,586.0
A Concise History of Modern India,"Barbara Metcalf,Thomas Metcalf",RajGhatak,664,2019-03-14,English,4.0,8.0,680.0
Games Indians Play,V.Raghunathan,GauravMarwa,375,2019-11-19,English,,,1005.0
小学生のうちに知っておきたい！だれなに？日本史 Vol.5 ～源頼朝～,堀口茉純,堀口茉純,52,2022-02-10,Japanese,,,251.0
小学生のうちに知っておきたい！だれなに？日本史 Vol.6 ～足利尊氏～,堀口茉純,堀口茉純,47,2022-02-10,Japanese,,,251.0
The Impossible City,Karen Cheung,KarenCheung,663,2022-02-15,English,,,1005.0
The Epic City,Kushanava Choudhury,HomerTodiwala,530,2017-08-10,English,3.5,4.0,569.0
The War on the Uyghurs,Sean R.Roberts,ChristopherRagland,657,2021-11-04,English,,,722.0
Bushido,Inazo Nitobe,RamónLanga,299,2021-10-21,Spanish,,,268.0
小学生のうちに知っておきたい！だれなに？日本史 Vol.4 ～清少納言～,堀口茉純,堀口茉純,49,2022-01-31,Japanese,,,251.0
小学生のうちに知っておきたい！だれなに？日本史 Vol.3 ～聖武天皇～,堀口茉純,堀口茉純,43,2022-01-31,Japanese,,,251.0
China Tripping,Jeremy A.Murray,"JeremyA.Murray,PerryLink",372,2021-10-17,English,,,586.0
In the Camps,Darren Byler,FajerAl-Kaisi,228,2021-10-12,English,,,502.0
The Dharma of Business,"Gurcharan Das,Donald R.Davis",TerenceD'Souza,285,2021-02-25,English,,,879.0
Tokyo Junkie,Robert Whiting,StefanRudnicki,710,2021-06-22,English,,,1054.0
Being the Other,Saeed Naqvi,SundipVed,573,2017-10-11,English,4.5,10.0,583.0
To the Brink and Back,Jairam Ramesh,SanjivJhaveri,516,2017-01-01,English,4.0,7.0,501.0
Karachi Vice,Samira Shackle,AminaZia,577,2021-02-10,English,,,770.0
With the Kama Sutra Under My Arm,Trisha Bernard,JaneClifton,580,2010-06-24,English,,,702.0
Railways and the Raj,Christian Wolmar,JonathanKeeble,692,2018-07-10,English,5.0,5.0,721.0
City of My Heart,Rana Safvi-translatorandeditor,HoneyRazza,457,2020-12-08,English,3.0,2.0,668.0
The Art of War,Sun Tzu,KennethElliot,82,2020-03-04,English,4.5,2.0,32.0
The Twice-Born,Aatish Taseer,NeilShah,529,2019-03-05,English,4.5,10.0,836.0
China’s Good War,Rana Mitter,DennisKleinman,517,2020-09-15,English,,,820.0
The Travels of Marco Polo,"Marco Polo,Rustichelloda Pisa",PeterWickham,655,2019-01-31,English,,,680.0
The First Firangis,Jonathan Gil Harris,FajerAl-Kaisi,878,2017-01-01,English,4.5,5.0,580.0
日本史における天皇(週刊東洋経済ｅビジネス新書Ｎo.334),週刊東洋経済編集部,田丸裕臣,137,2021-12-15,Japanese,,,206.0
Samurai,Michael Wert,EricJasonMartin,238,2021-12-14,English,,,469.0
知られざる名城の仕掛けと謎,歴史ミステリー研究会,宮負潤,304,2021-12-08,Japanese,,,837.0
日本史の黒幕,歴史ミステリー研究会,青野早恵,310,2021-12-08,Japanese,,,837.0
Breve historia de los samuráis,"Carol Gaskin,Vince Hawkins",ConchiRamírezdeHaro,201,2021-11-26,Spanish,,,192.0
嘘だらけの池田勇人,倉山満,あんべあつし,469,2022-02-04,Japanese,,,837.0
お姫様は「幕末・明治」をどう生きたのか,河合敦,菅沢公平,347,2022-02-04,Japanese,,,837.0
人をあるく　真田氏三代と信濃・大坂の合戦,中澤克昭,市川和也,325,2021-12-01,Japanese,,,837.0
人をあるく　豊臣秀吉と大坂城,跡部信,林重吾,330,2021-12-01,Japanese,,,837.0
人をあるく　北条氏五代と小田原城,山口博,岡ゆかり,348,2021-12-01,Japanese,,,837.0
人をあるく　長宗我部元親と四国,津野倫明,桐木山花,303,2021-12-01,Japanese,,,837.0
人をあるく　徳川家康と関ヶ原の戦い,本多隆成,まちだ侑子,287,2021-12-01,Japanese,,,697.0
Mitologia Giapponese,Flavio Montanari,DavideFiore,152,2021-11-15,Italian,,,497.0
"Yokai, monstruos y fantasmas en Japón",Andrés Pérez Riobó,GermánGijón,187,2021-11-10,Spanish,,,230.0
Dreamers,Snigdha Poonam,RichaSyal,513,2019-11-19,English,4.5,13.0,1005.0
When Asia Was the World,Stewart Gordon,DerekPerkins,337,2018-05-22,English,,,668.0
A Brief History of Indonesia,Tim Hannigan,DerekPerkins,575,2019-04-30,English,5.0,2.0,703.0
China and Japan,Ezra F.Vogel,EricJasonMartin,1371,2020-01-14,English,,,820.0
A Brief History of Korea,Michael J.Seth,SeanRunnette,576,2019-11-12,English,,,703.0
A Brief History of the Samurai,Jonathan Clements,JonathanKeeble,721,2014-02-07,English,,,721.0
小学生のうちに知っておきたい！だれなに？日本史 Vol.1 ～卑弥呼～,堀口茉純,堀口茉純,51,2022-01-19,Japanese,,,251.0
日本の名城99の謎,歴史ミステリー研究会,宮負潤,300,2022-01-19,Japanese,,,697.0
小学生のうちに知っておきたい！だれなに？日本史 Vol.2 ～聖徳太子～,堀口茉純,堀口茉純,52,2022-01-19,Japanese,,,251.0
The Vietnam War,Andrew Wiest,ChristopherRagland,219,2022-01-20,English,,,721.0
IIMA: Economic Sutra,Satish Y.Deodhar,PrateekSharma,323,2020-11-21,English,4.0,5.0,879.0
Code of the Samurai,Thomas Cleary,EricMichaelSummerer,146,2020-10-13,English,,,703.0
